STATE,STATE_FIPS,YEAR,EVENT_TYPE,INJURIES_DIRECT,INJURIES_INDIRECT,DEATHS_DIRECT,DEATHS_INDIRECT,DAMAGE_PROPERTY,BEGIN_LAT,BEGIN_LON,EPISODE_NARRATIVE,EVENT_NARRATIVE
SOUTH CAROLINA,45,2024,Thunderstorm Wind,0,0,0,0,NA,33.61,-80.41,"Strong upper level and surface areas of low pressure moved NE into the Midwest, while a cold front along with a secondary weak low, formed and moved through the area.  Gradient wind gusts, along with enhanced wind gusts associated with severe thunderstorms and a strong low level jet, resulted in widespread tree damage.",A tree was downed near the intersection of Lilly Martin Rd and Mathis Rd in Summerton. Time estimated.
SOUTH CAROLINA,45,2024,Thunderstorm Wind,0,0,0,0,NA,33.61,-80.38,"Strong upper level and surface areas of low pressure moved NE into the Midwest, while a cold front along with a secondary weak low, formed and moved through the area.  Gradient wind gusts, along with enhanced wind gusts associated with severe thunderstorms and a strong low level jet, resulted in widespread tree damage.",A tree was downed onto the roadway near 2697 Governor Richardson Rd in Summerton. | Time estimated.
SOUTH CAROLINA,45,2024,Thunderstorm Wind,0,0,0,0,NA,33.57,-80.08,"Strong upper level and surface areas of low pressure moved NE into the Midwest, while a cold front along with a secondary weak low, formed and moved through the area.  Gradient wind gusts, along with enhanced wind gusts associated with severe thunderstorms and a strong low level jet, resulted in widespread tree damage.",Numerous trees were knocked down across the county.
SOUTH CAROLINA,45,2024,Thunderstorm Wind,0,0,0,0,NA,34.5725,-80.6232,"Strong upper level and surface areas of low pressure moved NE into the Midwest, while a cold front along with a secondary weak low, formed and moved through the area.  Gradient wind gusts, along with enhanced wind gusts associated with severe thunderstorms and a strong low level jet, resulted in widespread tree damage.",Numerous trees were downed across the county.
SOUTH CAROLINA,45,2024,Thunderstorm Wind,0,0,0,0,NA,34.77,-80.41,"Strong upper level and surface areas of low pressure moved NE into the Midwest, while a cold front along with a secondary weak low, formed and moved through the area.  Gradient wind gusts, along with enhanced wind gusts associated with severe thunderstorms and a strong low level jet, resulted in widespread tree damage.","Power lines were downed at Rupert Courtney Ln at McGregor St, and on W Evans St, in Pageland.  Trees were downed on the 600 block of Lighthouse Church Rd, SE of Pageland."
SOUTH CAROLINA,45,2024,Thunderstorm Wind,0,0,0,0,NA,34.736,-80.0881,"Strong upper level and surface areas of low pressure moved NE into the Midwest, while a cold front along with a secondary weak low, formed and moved through the area.  Gradient wind gusts, along with enhanced wind gusts associated with severe thunderstorms and a strong low level jet, resulted in widespread tree damage.",Several trees were knocked down from Chesterfield to Cheraw and vicinity.
SOUTH CAROLINA,45,2024,Thunderstorm Wind,0,0,0,0,0.10K,33.9914,-80.3614,"Strong upper level and surface areas of low pressure moved NE into the Midwest, while a cold front along with a secondary weak low, formed and moved through the area.  Gradient wind gusts, along with enhanced wind gusts associated with severe thunderstorms and a strong low level jet, resulted in widespread tree damage.",The AWOS unit at Sumter Municipal Airport measured a peak wind gust of 53 MPH.
SOUTH CAROLINA,45,2024,Thunderstorm Wind,0,0,0,0,NA,34.02,-81.01,"Strong upper level and surface areas of low pressure moved NE into the Midwest, while a cold front along with a secondary weak low, formed and moved through the area.  Gradient wind gusts, along with enhanced wind gusts associated with severe thunderstorms and a strong low level jet, resulted in widespread tree damage.","Trees were downed on power lines, blocking the road, at Pinehurst Rd and Harrison Rd."
SOUTH CAROLINA,45,2024,Thunderstorm Wind,0,0,0,0,NA,34.01,-80.73,"Strong upper level and surface areas of low pressure moved NE into the Midwest, while a cold front along with a secondary weak low, formed and moved through the area.  Gradient wind gusts, along with enhanced wind gusts associated with severe thunderstorms and a strong low level jet, resulted in widespread tree damage.",A tree fell on a power line on Leesburg Rd.
SOUTH CAROLINA,45,2024,Thunderstorm Wind,0,0,0,0,NA,34.08,-80.93,"Strong upper level and surface areas of low pressure moved NE into the Midwest, while a cold front along with a secondary weak low, formed and moved through the area.  Gradient wind gusts, along with enhanced wind gusts associated with severe thunderstorms and a strong low level jet, resulted in widespread tree damage.",A tree was leaning on a power line at Windsor Lake Blvd and Windsor Lake Way.
SOUTH CAROLINA,45,2024,Thunderstorm Wind,0,0,0,0,NA,34.31,-80.96,"Strong upper level and surface areas of low pressure moved NE into the Midwest, while a cold front along with a secondary weak low, formed and moved through the area.  Gradient wind gusts, along with enhanced wind gusts associated with severe thunderstorms and a strong low level jet, resulted in widespread tree damage.",A tree was uprooted on E Church St in Winnsboro.
SOUTH CAROLINA,45,2024,Thunderstorm Wind,0,0,0,0,NA,33.94,-80.34,"Strong upper level and surface areas of low pressure moved NE into the Midwest, while a cold front along with a secondary weak low, formed and moved through the area.  Gradient wind gusts, along with enhanced wind gusts associated with severe thunderstorms and a strong low level jet, resulted in widespread tree damage.",Numerous trees were downed in Sumter and vicinity.
SOUTH CAROLINA,45,2024,Thunderstorm Wind,0,0,0,0,NA,35.0542,-80.8953,"Strong upper level and surface areas of low pressure moved NE into the Midwest, while a cold front along with a secondary weak low, formed and moved through the area.  Gradient wind gusts, along with enhanced wind gusts associated with severe thunderstorms and a strong low level jet, resulted in widespread tree damage.","Trees were downed on Harrisburg Rd near Giles Ln, NW of Indian Land. Time estimated."
SOUTH CAROLINA,45,2024,Thunderstorm Wind,0,0,0,0,NA,34.73,-80.79,"Strong upper level and surface areas of low pressure moved NE into the Midwest, while a cold front along with a secondary weak low, formed and moved through the area.  Gradient wind gusts, along with enhanced wind gusts associated with severe thunderstorms and a strong low level jet, resulted in widespread tree damage.",Trees were downed on Colonial Ave and Gillsbrook Rd in Lancaster.  Time estimated.
SOUTH CAROLINA,45,2024,Thunderstorm Wind,0,0,0,0,NA,34.66,-80.76,"Strong upper level and surface areas of low pressure moved NE into the Midwest, while a cold front along with a secondary weak low, formed and moved through the area.  Gradient wind gusts, along with enhanced wind gusts associated with severe thunderstorms and a strong low level jet, resulted in widespread tree damage.",Trees were downed on Lynwood Dr at Kirkover Dr.  Time estimated.
SOUTH CAROLINA,45,2024,Thunderstorm Wind,0,0,0,0,NA,33.59,-80.87,"Strong upper level and surface areas of low pressure moved NE into the Midwest, while a cold front along with a secondary weak low, formed and moved through the area.  Gradient wind gusts, along with enhanced wind gusts associated with severe thunderstorms and a strong low level jet, resulted in widespread tree damage.",A tree was downed on Waterspring Rd.
SOUTH CAROLINA,45,2024,Flash Flood,0,0,0,0,1.00K,35.0074,-80.869,"Strong upper level and surface areas of low pressure moved NE into the Midwest, while a cold front along with a secondary weak low, formed and moved through the area.  Gradient wind gusts, along with enhanced wind gusts associated with severe thunderstorms and a strong low level jet, resulted in widespread tree damage.","A small unnamed stream flooded, with water covering the roadway, on Calvin Hall Rd at Elven Dr.  The road was impassable.  Time estimated."
SOUTH CAROLINA,45,2024,Flash Flood,0,0,0,0,20.00K,34.6727,-80.7723,"Strong upper level and surface areas of low pressure moved NE into the Midwest, while a cold front along with a secondary weak low, formed and moved through the area.  Gradient wind gusts, along with enhanced wind gusts associated with severe thunderstorms and a strong low level jet, resulted in widespread tree damage.",Rum Creek and surrounding tributaries flooded and affected two homes on Country Club Dr.  Both homes were flooded by 2 to 4 feet of water.
SOUTH CAROLINA,45,2024,Hail,0,0,0,0,0.10K,34.17,-81.27,"Strong upper level and surface areas of low pressure moved NE into the Midwest, while a cold front along with a secondary weak low, formed and moved through the area.  Gradient wind gusts, along with enhanced wind gusts associated with severe thunderstorms and a strong low level jet, resulted in widespread tree damage.",Pea size hail fell in the Portrait Hill neighborhood near Chapin Middle School.
SOUTH CAROLINA,45,2024,Flash Flood,0,0,0,0,2.00K,34.9968,-80.8453,"Strong upper level and surface areas of low pressure moved NE into the Midwest, while a cold front along with a secondary weak low, formed and moved through the area.  Gradient wind gusts, along with enhanced wind gusts associated with severe thunderstorms and a strong low level jet, resulted in widespread tree damage.",Man O War Dr in Indian Land was flooded and impassable.  Time estimated.
